line_text,speaker_id
"OK. We're gonna split up into teams. Jim, Phyllis. Stanley, Dwight. Me Andy.",1
I'm not driving with him. [points at Dwight],16
I'll go with you Stanley.,5
Or him.,16
Why don't we just go by ourselves?,3
Why don't we just go as teams to demonstrate our teamsmanship?,1
Michael.,12
Yes?,1
This is stupid.,12
"OK, that's not helpful Phyllis.",1
How is giving people gift baskets going to get our clients back?,12
"Gift baskets are amazing, Phyllis. Gift baskets are... the essence of class and fanciness. They are the ultimate present that a person can recieve.",1
"What about cash? With cash you can buy anything you want, including a gift basket, so... it's kind of the best gift ever.",5
What about a gift basket full of cash?,3
Yes! Cash basket! Nice work Tuna.,5
"Fine, I'm just going to go by myself, and I am going to win them back by myself because this is important to me. [walks toward the door]",1
"Michael, wait. Let me go.",2
"No, this is my quest.",1
"Please, let me go. I need to win those clients back. [camera moves around and zooms in at Angela's face] Please.",2
Fine. Then God speed. To both of us.,1
Good luck Michael.,10
We don't need luck.,1
Yeah.,2
"But thank you, that was really nice of you to say.",1
Thank you.,2
"Business to business. The old fasioned way. No Blackberrys, no websites. I would like to see a website deliver baskets of food to people.",1
"[speaking on the phone] Yes, I understand that David. I just felt that if we were to downsize Kelly and then outsource customer service to India which a lot of companies... Yeah, no, yes Kelly is Indian... I understand that's confusing.",10
"[looks at vending machine] Hey brah, I've been meaning to ask you, can we get some Red Bull for these things? Sometimes a guy's gotta ride the bull, am I right? Later skater.",16
"[in Michael's car] Sweet ride, American made. What happened to the Sebring?",2
It is in the body shop. Had to have the dent taken out of the hood where I hit Meredith.,1
"Ah, that's a pain in the ass.",2
I know. So who's next?,1
Larry Myers. Left us six months ago for Office Depot.,2
"Proceed to the highlighted route, then route guidence will begin.",16
Why do you use that thing? Let's them know where you are at all times.,2
Who?,1
"The government, spy satellites, private detectives... exgirlfriends. [sobs and then starts to cry]",2
"Next night, I'm out, at a bar, 2 AM, I figure I'll get a sandwich because you can get a sandwich any time of the night. [claps hands] I run into Vince Vaughn.",10
No way!,6
Literally.,10
"Dude, you are so money, but you don't even know it, but you do.",5
... Later guys.,10
"Yeah, later dude.",6
Later man.,5
"Oh, Jim! How awesome is Ryan now?",6
"Yeah, he's definitely something.",3
What does that mean?,6
"That whole lifestyle, his whole vibe, you find that appealing?",3
Ha! Tuna... [inhales deeply] Tuna Tuna Tuna.,5
Tuna Tuna Tuna.,6
"He has a killer job, he's rich, he smells like what I think Pierce Brosnan probably smells like, he wears really cool rich guy clothes.",5
And he can get any girl that he wants.,6
"So, sorry Tuna but if you don't know why that's awesome... then... you need awesome lessons.",5
Tuna. Check you later.,6
"[places the gift basket on top of the table] Wow, those things are heavy! There's a lot of stuff in there. We have macadamia nut cookies, um, the honey mustard pretzels. Have you ever tried focaccia crisps?",1
You know we closed our account with you right?,16
Yes we do.,1
We're with Office Depot now.,16
"Yes, yes we know but we just have not gotten over you.",2
Well...,1
"And we are dedicated to providing you with the very best customer service, the very best personal business relationship we can if you ever decide to come back to us.",2
Mmhmm.,1
OK. I don't think we're coming back.,16
"Please, come back.",2
"OK, you know what? Just enjoy the gift basket and remember that we provide a personal touch.",1
Remember what we had Larry?,2
"I mean, really it's about money.",16
"Well just, uh enjoy the gift basket.",1
OK thanks.,16
Alright.,1
I mean their website is really easy to use too. That's a big deal for us.,16
[driving] That guy was so... how can they not know how much better we are?,1
I don't know. Sometimes people are just impossible and they make you miserable.,2
That is true.,1
Like Angela in accounting.,2
"Yes, she is nuts.",1
"Ugh... no, she's wonderful... at accounting. But she drives me crazy.",2
Make the next right turn.,16
How do they know? How does this know where to turn? That's very impressive.,1
Hey Pam. I haven't settled on our final design logo yet for Dunder Mifflin Infinity and I know you're into graphic design. Do you want to give it a shot? Maybe try and deisgn the logo?,10
Uh totally.,4
"Cool, that would be great. Um, can you do a couple mock ups and I'll take a look?",10
Yeah.,4
Thank you very much.,10
Thank you.,4
Cool.,10
OK.,4
"Yeah, I'm gonna do some mock ups, and then turn those into thumbnails, maybe do some... splash frames. [laughs] I don't know what I'm talking about but I'm excited.",4
"And the last guy says 'No, hairy body'.",1
You know I have heard it before.,16
"Ah, well it's still very good. I bet I know someone who hasn't heard that joke... your daughter Emily. How's she doing?",1
"She's great, thanks for asking. Great memory.",16
"She's gonna be like eleven this winter? Wow, they grow up so fast. I have a few of my own that I want some day. Listen, I don't want to take any more of your time, I know you're a very busy man. The reason we have stopped by is to drop you off this elaborate bag of goodies, and to ask you to reconsider.",1
"Oh, OK.",16
"OK, OK! So you'll reconsider?",1
OK thanks for the goodies.,16
Ah... .is that all you have to say?,1
It looks delicious? I don't know.,16
You don't know?,2
"Look, we want you back.",1
Can you offer lower prices?,16
"Well, no.",1
Then we're not coming back.,16
"He's not coming back, it's over Michael.",2
No it's not.,1
No he's right.,16
"Accept it, why would he come back?",2
"Why would he come back? I will tell you, Dwight. He would come back because we offer a wide selection of products and because you're definitely not getting the same sort of customer service that you get with us.",1
That's not gonna change his mind. He's moving on. We had our chance and we killed it.,2
"Look... we're also coming out with a website soon. It's a state of the art thing, it'll be up and running, it's gonna cut costs and it will make ordering much much easier.",1
"Oh, OK. Well when it's up, I'll check it out, and if it really cuts costs maybe we'll come back.",16
"Great, the magic of the gift basket.",1
That I don't care about as much. Let me know when the site's up.,16
"OK, good. Don't let Emily have any of the cajun almonds, she's alergic.",1
Proceed straight.,16
"[in Michael's car] Well we're O for six. Last chance is the Elmhurst country club. Other side of the lake, on the southeast side.",2
"I don't get it, I really don't get it. I thought this would work. I do everything I had at that guy and nothing.",1
"That's how it goes sometimes, you know? You lose everything and everything falls apart and eventually you die and no one remembers you.",2
"That is a very good point, Dwight.",1
Make a right turn.,16
"Wait wait wait! No no no! It means bear right, up there.",2
"No, it said right, it said take a right.",1
"No no no, look, it means go up to the right, bare right, over the bridge and hook up with 307.",2
Maybe it's a shortcut Dwight. It said go to the right. [turns right],1
It can't mean that! There's a lake there!,2
The machine knows where it is going!,1
This is the lake!,2
The machine knows--- stop yelling at me!,1
"No, it's--- there's no road here! [car drives into lake]",2
"Remain calm! I have trained for this! [unfastens seat belt] Okay, exit the window! [Dwight and Michael exit through the window] Here we go! Look out for leeches! [swims toward Michael] Are you okay?! Swim for it! I got you! [Dwight grabs onto Michael while Michael opens the back door for the camera man] Michael! Michael!",2
"Let go, let go of me!",1
"I got you, I got you! [Michael and Dwight reach the ground]",2
[watching car get pulled from lake] You sure you're OK?,1
Fine.,2
"Good, that is what's most important.",1
Did you get the rental insurance? Because that is pretty important too at a time like this.,2
"What a disaster, this whole thing.",1
I'll call a cab. [brings out cell phone],2
"These people just don't realize what a gift basket means, they don't get it.",1
"Look at that, still works. Old fashioned cell phone.",2
"What about that last guy, Aaron? Is he a jerk. 'I don't even know if I want it. They're website is so easy'. Yeah, well, you can have your technology jackass, look where it got us.",1
"[speaking on the cell phone] Yes, we need a cab at Lake Scranton, at the end of East Mountain Road, in the lake.",2
Hang up. [Dwight hangs up] You know what we're gonna do? We're walking back. We're walking back to that office and we're gonna reclaim our gift basket!,1
Yes!,2
"We're gonna take what's rightfully ours! We're gonna take a stand, Dwight! We're gonna take a stand!",1
Take a stand!,2
"So place it on the infinity thing without being obvious, you know? I'd love to do like a color version just to bring a little color to the logo.",4
"I like it a lot. It's clear and subtle at the same time. It's really good, you have a real talent for this stuff.",10
Thanks.,4
I'd love to talk to you about it more.,10
That'd be great.,4
Do you want to go out to dinner tonight?,10
Oh... is it...,4
Wear something nice.,10
No...,4
What?,10
Um...,4
I just... I just wanted to have dinner.,10
"I'm uh, I'm dating Jim.",4
You're kidding?,10
We're together.,4
"That's... great, I... that's awesome.",10
"Yeah, great.",4
"[grabs paper with mockups] So let me um, let me look at these.",10
OK great!,4
Cool.,10
Great.,4
I guess he can't get any girl he wants.,3
Did you forget something? What happened to you guys?,16
"Give it back. The gift basket, give it back.",1
Oh what is this?,16
"It's real simple. If you don't appreciate what we do, then give us back our basket.",2
Maybe you should leave.,16
"Yeah, maybe we should, maybe we should leave. Come on, let's leave, but before we leave my wet friend and I are going to wait for our cabs on yours nice couches! [sits on couch]",1
"Can you call us a cab please, I'm gonna [gets water from his clothes on the couch] Oops, sorry!",2
"Look, my clothes are so wet!",1
"Nice leather, oh my shoes are so muddy! [rubs shoes on couch]",2
"[comes back with gift basket] Alright here you go, take it back!",16
It's been opened.,1
Yeah it was mine!,16
What's missing... the turtles. Where are the turtles? Where are the turtles?,1
"Come on guys, get out of here!",16
WHERE ARE THE TURTLES? WHERE ARE THEY?,1
"[enters nearby room] Excuse me I have an announcement to make. We seem to be missing a box of chocolate turtles with peacons, and we will not be leaving the premises until we obtain them. Hand. Over. The. Turtles. Now!",2
"I ate them OK, I ate the turtles, they're gone!",16
[leaving] We'll bill you.,2
"May I have your attention please? This office will not be using any new technology ever, starting now.",1
That is not correct.,10
Ryan thinks that technology is the answer. Well guess what? I just drove my car into a lake.,1
You did what?,8
"I drove my car into a [bleep] lake. Why you may ask did I do this? Well, because of a machine. A machine told me to drive into a lake. And I did it! I did it because I trusted Ryan's precious technology, and look where it got me.",1
Into a lake.,3
Exactly!,1
Did you get any clients back?,12
"Maybe, maybe not, time will tell. But I will tell you one thing. Those gift baskets never endangered anybody's lives. [looks at Ryan] Game set match... point... Scott... game over... end of game.",1
"Everyone always wants new things. Everybody likes new inventions, new technology. People will never be replaced by machines. In the end, life and business are about human connections. And computers are about trying to murder you in a lake. And to me the choice is easy.",1
"I'm not saying I had a meteoric rise... but I did.  And if they knew how much I was paying for my haircut now, they wouldn't be giving me a noogie.  ... It was two hundred dollars.",10
You should come visit.  The city is... amazing.,10
I know.  I love it there.,3
No.  You don't know until you live there.  There's something about waking up every morning and just being in that city.,10
"Mmhmm, yeah, last time I was there I had a lot of fun.",3
"No. You can't imagine it, though.  The energy when you're actually there.  You're just part of something bigger than you, that's moving faster than you.  Your dreams are... . it just... everything feels so limitless.",10
Sounds great.,3
No.  It... eh... you can't... it's not about how it sounds.,10
Yeee... (grunts in frustration),3
"Yes.  My old friend Ryan Howard is coming back today for some big presentation.  Very, very excited.  He is my protege.  He is someone that I hand-raised, that I nurtured.  Um... he is like a prime cut of veal whom I nourished with my milk.  And now he is also my boss.  So, win/win.",1
[pointing] Um... [camera reveals that 'RYAN' is crossed out on the 'Welcome Back RYAN banner'; 'A**HOLE' is now written in. Kelly is sitting next to the banner],8
"Oh, Okay.  Okay.  Just...[Michael takes down banner, clears throat]  Well, our old friend Ryan Howard is back, and we're going to give a little presentation about the future of our company.  So please listen up. [awkward pause] All right.",1
[to Michael] Have a seat with everybody else.,10
You don't want me to help?,1
"You don't know what I'm going to talk about.  [Michael heads toward chairs]  Actually, can you do me a favor?",10
Yes?,1
Can you get me a cold water?,10
I got it.,4
"That's all right, Pam.  Michael's got it. [Michael and Ryan look at each other for 5 seconds]",10
"[laughs] Um... yes, I'll be right back!",1
Thank you.,10
"That was slightly harsh, don't you think?",3
"I spent three years, driving around, getting him yams and magic wands.  He can get me water.",10
"I think I know what's going on.  Ryan believes that there is some sort of special 'boss water' that he gets to drink now.  And there isn't.  But, um... don't tell him.  Don't tell him that.  I don't want to jeopardize our friendship.",1
Ryan is causing some problems.  And you were always good at handling him.  What should I do to control him?,1
"Well, he's super-ticklish, I don't know if that helps.",13
"I know, I know, no, what... something else.",1
"Oh, he's also super-insecure about his height.",13
Uh-huh.,1
And he doesn't care about anybody but himself.,13
Good.,1
"And don't have sex with him, 'cause if you do, the next two years of your life will be a total waste of time.",13
My generation's all about hard work and accomplishment.  Like... the moon landing.  Or Vietnam.  Rolling Stones.  Greatest band ever.,1
You're forty-three.  Mick Jagger's like sixty-five.,8
"And still rockin', Oscar.  One of the greatest all-time oldies was a little Oriental guy named Confucius.  He literally invented the ancient Chinese secret.  Here's some of his quotes.  Confucius say, 'Man who farts in church must sit in his own pew.'  Confucius say, 'Man with hand in pocket feel cocky all day.'  Confucius also say, 'Virgin like balloon.  One prick, all gone!'",1
Did you Google Confucius and just print out the first thing you saw?,8
"No, I skipped through all of the boring stuff and went right to his joke page.  Which proves that he was old, but he was also hilarious.",1
"[sighs, whistles] Michael, please would you not email while we're having lunch?",14
I'm not.  It's solitaire.  See?,1
BlackBerry.  Why would anyone name something like this after a fruit?  You wouldn't name an iPod after a fruit.  [drops BlackBerry on desk]  Excuse me while I type on my Banana.  I'm gonna go to the Orange store and buy an Apricot computer.  [thinks] Apple. [nods],1
This is going on the outside.  The pipe cleaner needs to go through the corner.  Do not tape those on.,1
"Hey, Michael.",4
Mmhmm.,1
Jan called and asked where you're going to meet for dinner.  She wants you to call her.,4
I'm a little busy right now.  Could you BlackBerry me a message?,1
Sure.,4
"Michael doesn't know how to work his BlackBerry.  So when he says BlackBerry me a message, he means write it on a Post-it note and stick it to his BlackBerry.",4
"Okay, everyone, I have a conference call, but after that, I'm going to lead a BlackBerry tutorial for anyone who's having any problems.  Who here's set theirs up? [Jim and Andy raise their hands; Phyllis half-raises hers.  Ryan notices that Michael does not raise his]  Great.  Well, I will see the rest of you at 2:30.",10
"You didn't set up your BlackBerry, Dwight?",3
"Yes, I did, but I do not intend to use it.  It is pointless technology.",2
As opposed to...,3
Printing press.  Tractor.  Mechanical thresher.  Telephone.  Airplane.  The only inventions that matter.,2
What about cars?,3
They fall under the category of airplanes.,2
"They do?  So, cars are flightless airplanes.",3
Correct.,2
Got it.  They're like the penguins of the airplane family.,3
That's an excellent analogy.,2
Thanks.,3
"Hey, Dwight, what about vaccines?",4
[scoffs] Vaccines are for chumps!,2
My mom didn't believe in vaccines.  I got my smallpox the old-fashioned way.  And I survived.  So... joke's on you hospitals.,2
"[Creed is using the toaster as a mirror, and touching up his hair with a Sharpie and a comb] The one advantage to being older is that I know a few things about a few things, and I am young enough to not forget them.  And old enough to know the difference between the two.  I am old enough to take advantage of age discrimination laws, but young enough to date college girls.  But old enough to know better.  I'm at a perfect age.  I could die now.  But I won't, because I am young.",1
Sup? [rolls into kitchen on a skateboard],16
"Hi, Creed, what's up?",6
"Just boardin', you know how we do. [flips skateboard up]",16
I... like your hair.  I don't know if I told you.,8
"Oh, thanks ese.  So, what are you guys doing?",16
What do you mean?,6
"To look younger, so the kid doesn't replace you with machines.",16
I think I'll just take my chances.,8
"Suit yourself.  But, if it were me, Botox [points at Oscar], wig [points at Kevin].",16
Wha...,6
"And the same thing goes for quarterly reports.  They are unreadable.  They're just numbers and boring and blech.  So what I was thinking is that maybe we should have some sort of graphic, like if we have a bad quarter, put in a storm cloud? And... when we have a good quarter, fireworks? Or a racecar? [everyone groans] Doesn't have to be a racecar.  Use your imagination.",1
"There's this cube on the screen, and it bounces around all day, and sometimes it looks like it's heading right into the corner of the screen, and at the last minute it hits a wall and bounces away.  And we are all just dying to see it go right into the corner.  Pam claims that she saw it one day when she was alone in the conference room. Okay.  I believe she thinks she saw it.",3
"I saw it.  I saw it, and it was amazing!  Who said I didn't see it?  Did Jim say that I didn't see it? I saw it!",4
We have a lot of colored paper here... why oh why do we keep printing this on white? [screen saver box hits the wall],1
Dah!  Come on!,5
Yeah!  I know.  I know.  It's bland.,1
It's never gonna happen.,8
"Dude, you gotta believe.",6
"Maybe, we could have some sort of riddle?",1
[to Pam] Wait for it.,3
"Like, something that you have to look for.  Sort of a 'Where's Waldo.' [screensaver box hits the corner of the screen]",1
Oh! Yes!,16
[everyone gets up and leaves the conference room] Alright. Alright.  Let's quit while we're ahead.,1
That was so awesome.,6
That was awesome. Thank you.,1
Some days I am just on fire.  What can I say?,1
Hey... there he is.,16
"Hey Meredith, how you feelin'?",3
I never thanked you for coming to the hospital.,16
"Oh, please, it was my pleasure.  Well we all came, so...",3
"Well, I really appreciate you coming. I'm singling you ouuuut.",16
Haha...,3
"Anyway, I have this Sharpie...",16
Uh-huh.,3
And I was wondering if you could sign my cast?,16
MmmHmm...,3
[lifts up dress to expose cast on pelvis] Can you write where I can read it?,16
Oh yeah.,3
[whispers] I'll read this when I get home.,16
Alright...,3
Michael? This is the press release I was telling you about.  Ryan wants you to share it with everyone.,4
"Oh, does he?",1
He does.,4
"Mmmmmm.  Okay.  Attention.  Earthlings.  I have some news.  Beep beep beep beep, beep beep beep beep beep, beep beep beep beep beep, beep beep beep beep beep, beep beep beep beep.  Okay.  Today is the big day that I am heading to New York to attend a party with sushi and important people.  On an unrelated note, if anyone has an interesting anectdote that is not boring and easy to memorize please drop by my office before I leave.  Thank you.",1
Whoops.  Is that really what Ryan wanted you to tell us?,3
And... today the Dunder-Mifflin Infinity website officially launches.,1
"Well the website is the brain-child of my brain-child, Ryan.  It is my brain-grandchild. And, uh, to celebrate it's birth, all of the different branches are going to have satellite parties, which will be connected via web-cams and fibers to the real party, which is going on in New York City at uh, a very exclusive nightclub, and that is where all of the VIP's, including yours truly, will be partying with uh New York City's finest, and I do not mean policemen...",1
"The company is projecting record high sales, and that by 6:00 the website will be the new best salesman in the company.  Wow!  Watch out Dwight.",1
That's ridiculous.  I'm not going to be beaten by a website.,2
Actually it sounds like you are.,3
Really?  'Cause Ryan says so?,2
"If that's from Ryan, does it mention if he's seeing anybody?",13
No.  It doesn't.  I'll find out tonight.,1
"Yes, please let us know.",16
"I can make more sales than a computer.  In fact, I challenge that website to make more sales than me today.",2
Waste of time.,7
"What's that, pipsqueak?",1
Waste of time.  The website's going to win.,7
You believe a computer can beat me?,2
"I don't care, but yes.",7
Well I will prove you wrong.,2
"I don't care, and you won't.",7
We'll see.,2
"I won't be watching, and I won't.",7
Dwight mercy killed Angela's cat.  It's very complicated.  It's caused a lot of unpleasantness between Dwight and Angela.  Who are both already prone to unpleasantness.,4
"Stanley, you're dancing!",12
No I'm not.,16
"Yeah.  I created a website.  Look, at the end of the day, apples apples flying at 30,000 feet.  This is a paper company and I don't want us to get lost in the weeds or into a beauty contest.",10
I told you I don't want you doing these things in here.  You can use your own office or do it in the hall.,16
"Convergence.  Viral marketing.  We're going guerrilla.  We're takin' it to the streets while keeping an eye on the street.  Wall Street.  I don't want to reinvent the wheel here.  In other words, it is what it is.  Buyin' paper just became fun.",10
And this is where I will record your sales.,5
Hmm.  Very nice.  Very nice.,2
"And then I will say something positive, like kudos or job well done.",5
Or zipadeedoodaah.,3
I can't tell if he's mocking me.,5
Just ignore him.,2
"Ehh, can't do that.  Really hard for me to let things go.",5
I was... mocking.,3
Thank you.,5
I just feel like we need something more to acknowledge when I make a sale.,2
Yes like a chime or a bell...,5
Or a gong.,3
Go to my car.  Open the trunk.  Inside you will see many pelts.  Under the smallest one is a case.  Inside that case is a bear horn.  Bring it to me.,2
Yes!,5
Isn't 7 pm a little late for a lunch party?,6
Lunch party?  It's supposed to say launch party!  What is wrong with you?,7
"Angela is worse than usual lately, and we have a party to throw.  So I Googled how to deal with difficult people, and I got all of this. [whispering] So we're gonna try out some new things today.",12
So how do you feel about the fact that the banner says lunch?,12
I feel angry.  Angry at you.  Angry at you for doing something stupid.  Angry at me for believing you could do something not stupid.,7
"I'm so sorry to hear that, that must be awful.",12
It is awful.  You've made this day awful!,7
Maybe you could just change the U into an A.,6
"Then it would say lanch party, Kevin.  Would it really be better if it said lanch party?",7
"Ohh, lunch party.",1
It's supposed to say launch!,7
"Okay, wow!  Easy, booster seat, nobody cares about this party anyway.",1
I care!,7
"Plan a party, Angela.  Oh!  And the entire world will see it.  Oh!  And here's $65.00 for your budget.  Oh and here are four idiots who'll do nothing but weigh you down.  Oh. And your cat's still dead.",7
Twenty seconds to go time.,5
Got it.  Carb up.,2
Really?  Power gel?,3
"Hey, you wanna win?  You gotta fuel like a winner.",2
Okay.  We start.  As soon as I make... this shot.  Aaannnddd go!,16
"Uhyeaahhh!  Hello, Susan?  Dwight Schrute.",2
What would you say if I told you we could pull a prank on Dwight and at the same time not be working?,3
Today I'm prepared to give you 15% off our normal prices.,2
What?,3
He's going through a break-up.,4
"Yeah, I'm aware of that.  But he's also being super annoying.  And I'm not a perfect person.",3
[blowing air horn] Yeah!,5
"Three reams! Yoohoo... in your face, machines.",2
What kind of prank are you thinking?,4
What if I told you I could offer free shipping?  Sure.  I'll hold.,2
[on monitor] Who am I?,16
[on monitor] You tell me.,16
[dictating to Pam] Not sure.  Just became self-aware.  So much to figure out.  I think I am programmed to be your enemy.  I think it is my job to destroy you when it comes to selling paper.,3
[on monitor] Not sure.  Just became self-aware.  So much to figure out.  I think I am programmed to be your enemy.  I think it is my job to destroy you when it comes to selling paper.,16
[on monitor] How do I know this isn't Jim?,16
[on monitor] What is a Jim?,16
It appears that the website has become alive.  This happens to computers and robots sometimes.  Am I scared of a stupid computer?  Please.  The computer should be scared of me!  I have been salesman of the month for 13 out of the last 12 months.  You heard me right.  I did so well last February that Corporate gave me 2 plaques in lieu of a pay raise.,2
Okay.,1
Yes it's too tight.,4
Waaay too tight.,13
Really?,1
This is why I'm here?,8
Why is it so tight?,13
It's the European cut.,1
Is just looks bad.,7
"Umm... hey.  Ah, what's hanging?",1
Setting up the web-cam for the party.,16
Oh good.  Okay cool.  How many pounds do you think I could lose by 7?,1
Depends... how much have you eaten already today?,13
"I had um, one of those danishes.",1
Dunder Mifflin. This is Pam.,4
You had carbs?  That's awful.,13
"Uh, just one second.  We're in a meeting and I'll see if he's available.  It's Jan.",4
Why don't you wanna go tonight?  What... all your friends are gonna be there.  It'll be fun.,1
"[on phone] My friends?  Michael, I was terminated.",14
Just...,1
Is it really that important to you?,14
Yeah.,1
Alright.,14
Thank you.,1
Go by yourself.,14
Na... no.  No.  If I go by myself everybody will think I'm a big loser.,1
Well...,14
Do I have your permission to invite Carol?,1
What? No Michael!,14
I'm sorry. I'm sorry.  It's just the first... girl that popped into my head.  I'll find somebody I haven't slept with.,1
Ohhhhhh!,2
Website check please.,5
Three hundred and five.,16
Three-oh-five.  You my friend are winning handsomely.,5
Oop.  It just made another sale.  Three eighty.,16
You my friend are in a very close second.,5
Four-oh-two.,16
"Okay, uh why don't you just lay off, lady?",5
"What do you want me to do, not announce it? Four twelve.",16
So.  This is the dealio.  God has smiled upon me and given me two tickets to the big party in New York tonight.  What are you doing this evening?  Look at that.  They have their own little language now. Like twins.,1
Sure we'll go.,3
Alright.  Well fight it out amongst yourselves.  I was thinking Pammy but boys night out is also good.,1
Oh I'm sorry.  What?,3
One of the tickets is for him.,4
Just let me know who the winner is.,1
Not it.,16
Nope.,3
I won.,4
Definitely not.  If anything it was a tie.,3
Tie goes to the girlfriend.,4
"No, I realize you normally reorder in November, but what I'm suggesti... you did what?  Ah no!  That's exactly what you're not supposed to do, damnit!  Why would you reorder from a computer when you can have the personal touch of a salesman?  Ahhhhh. [hangs up phone]",2
How's it going?,3
Fine.  Good.,2
Yeah?,3
Yeah.,2
You look a little worried.,3
I do not look worried.,2
[on monitor] You do look worried.,16
[on monitor] Here's a suggestion computer.  I assume you read...,16
"Here's a suggestion computer.  I assume you read binary so why don't you zero one one, one one one one, zero one one zero one one.",4
"Okay. Um, while you were typing that I searched every database in existence and learned every fact about everything.  And mastered the violin.  Oop, and sold more paper.",3
I asked for assorted cutlery and I got back spoons.  These are worthless.,7
I want to understand what you're saying but it's difficult for me when you use that tone.,12
"Phyllis.  These are spoooons.  Spoons have rounded tops, and are used to scoop things.  What we need are forks, which have prongs, or tiny spears on top.  And we need knives, which have blades.  Do you understand me now?",7
Yes.,12
Goodie.,7
Hey man.,3
What's up man?,11
What's going on?,3
Make a delivery.,11
Oh yeah?,3
Kelly ordered this online.,11
What are you doing?  I am in the fight of my life against this computer and every sale counts.,2
"But you get to put the paper in this little shopping cart and then it says, 'Thanks for shopping at Dunder-Mifflin.'",13
Damnit Kelly!  It knows!  It knows what you did!,2
Who knows?,11
Return it!  Return it now!,2
Hey!  How about instead of yelling at our sweet little Miss Kapoor over five hundred sheets of paper you get back to your desk.  Start sellin' multiple reams like a man.,11
"Y... You don't understand. If... okay, if this makes the difference, I'm gonna tell it that you were responsible.",2
Who's it?,11
Here you go.,11
Thanks.,13
So you still missing Ryan?,11
Not so much anymore.,13
Mmmmm.,11
"I am not a bad person.  When I left Staples, I took some of their leads with me but I never intended to use them.  What did I intend to do with them?  Who knows?  Maybe keep them as a souvenir.  Maybe use them.",2
"Yes, Mr. Galliado.  How would you like to pay ten percent less for paper than you're paying right now?  It's not important how I got your information.  What is important is that you say yes.  Good.",2
Alright.  I'm ready to go and I'm callin' shotgun.,1
I'm driving?,3
Yes.  Thank you.,1
"Alright, let me just say good-bye to Pam.",3
"Oh yeah, you'd better.  You better say good-bye to Pam.  Say good-bye to Pam.  Byyyyyye.  I love you.  [kissing noise, kissing noise]  I love ya Pam... okay.  [singing]  I'm leavin' inside Jim's car, I don't know when I'll be back again.  Yes I do.  Tomorrow I'll be back.  I'll be back.  Tomorrow.  Um... yeah.  So you know what?  Why don't you guys take off a little bit early tonight?",1
Because there's a party! A party for the website I've been planning for two weeks.,7
"If you are not this tall, you may not ride the rollercoaster.  See you guys tomorrow.",1
Perfect.  So let me just get some basic information from you. Mmmhmm.,2
[on monitor] Oh.  I didn't realize we could use the leads we stole from Staples.,16
"I'm sorry.  Am, so sorry.  I... yes.  Uh, could you repeat that?",2
Yesss!  Ten reams for the US District Court!  Did I happen to mention the forty reams for the battered women's shelter?,2
No !  [blows air horn and dances],5
Huh?!,2
Stop it! Gimme that! Give it!,7
Did you see the board?,2
There's still an hour.,7
You ever read this? [holds up Green Eggs and Ham],1
"Yep.  A long time ago, but, I liked it.",3
"Got it for Ryan.  Wanted to get him Oh The Places You'll Go, but they were sold out.  Figured...",1
Yeah.,3
Same sort of stuff in here.,1
It's not.  It's different.  But it's a good book.,3
Mmwa.  Mmwa.,1
What was that?,3
Leaving Pennsylvania.,1
Oh.  Two kisses.,3
One for me one for Jan.,1
Gotcha.,3
You guys should come over for dinner.  You and Pam.  That'd be fun.  Friday?,1
That would be fun.,3
Wanna come over Friday?,1
Uhhh.  Can't.,3
After work you guys...,1
"Oh, no cause... you're gonna let me know when we're close, right?",3
"Yes.  Actually I will tell you right now.  It's a club called Chatroom, and there's a password to get in, which is actually password.  So...",1
Mmmkay...,3
What are you doing?,1
"Uh, that is an invitation to an online party.",3
No.,1
Yep.,3
"No, I'm sure that's not.  Na...",1
"Are there, uh, three w's at the beginning of the address?",3
Yes.,1
Yep.,3
"Well the invitation says VIP's only.  Is this how you treat your VIP's, Ryan?  We're already in the city.  The main part with the buildings.  What am I supposed to do?  What do you want me to do tonight?  And if you tell me, that I have to drive back to Scranton, to the satellite party, I am going to throw up!  Okay I'm going to throw up.  I'm throwing up.  You're making me throw up, Ryan.",1
You know what this is like?  I'll tell you what this is like. This is like when the Freshmen would throw a party and wouldn't let any of the Seniors go.,1
Doesn't it just piss you off sometimes that that little twerp got the promotion over us?,1
Oh actually I withdrew from consideration.,3
Yeah.  I withdrew too.,1
Four!  Three!  Two!  One!,5
Yes!,2
Woo!,5
Woo!,2
"After numerous projections that the computer would crush all salesmen in it's path, I am very happy to report that our very own Dwight Schrute has crushed his electronic nemesis, if you will, by a whopping fifty-two reams.",5
Reams. Wait. Say it. Say it again.  Announce it again.,2
Fifty-two reams!,5
No no no the first part.,2
Dwight has defeated the computer.,5
Hey.  So. What do you think?  I did it for you.,2
I didn't ask you to do it for me.,7
You didn't have to.,2
"How do you tell someone it's over?  You send them a notarized letter, right?  Well, what if the recipient is your notary?",7
"Hello, Pam.",7
Hello.,4
Hey.  Do you have any men that you can fix me up with?  I would like to have a relationship with a man.,7
Um... uh... I'll get back to you.,4
Let me know.,7
[on monitor] You beat me.  You are the superior being.,16
Alright who wants to party?,1
Why aren't you in New York?,8
"Ohhh, what?  Oh I think I faked Oscar out.",1
You said you weren't coming back and we could leave early.,16
