line_text,speaker_id
"Uh, maybe, maybe, I don't know.",1
No.,0
"It could be badass.  Yeah, it will.",1
"No, no absolutely we are not doing this.",0
"Come on, I already filled the bottles with the gas, it's going to be so badass.",0
Are you kidding me?  We've been driving around with this stuff in the trunk the whole time?,0
Teach her to offer Stanley more money.,1
"So the deal was, Dwight doesn't blow anything up, and I wear a costume.  And a moustache.",0
"So, why did you and Karen break up?  Was it the sex?",1
What?,0
"I can't imagine the sex being bad, I mean her body is...",1
"Okay, you know what?",0
...awesome.,1
Why don't we play that alphabet game that you were talking about?,0
"Okay, I will start.  Um, 'A.' [singing] 'A' my name is Alan, and my wife's name is Alice, we live in Alaska, and we sell...  Damn it! What do we sell?  Um...",1
It doesn't matter.,0
I'm trying to think of what we could sell.,1
Doesn't matter.,0
"Ah, la, la, la. What is that?  That sound...  The air-conditioning leaking or something?",1
"That doesn't make sense, couldn't be.",0
"What is that?  Dwight, are you peeing?",1
I'm peeing in this empty can.,0
Oh my God!,0
"Come on man, that is disgusting Dwight!",1
"Well you said that we couldn't make anymore stops, and I really had to go.",0
"Michael, watch the road!",0
"Hey, you're making me spray!",0
I'll kill you man!,1
"Michael! Michael, pull over!",0
That is just so disgusting!,1
"Pull over, pull over!",0
I think I cut my penis on the lid!,0
Can you imagine a life where all you have to do is summer in the Italian countryside?,0
"I know right?  I just want to go, and look at art, and swim in the Adriatic.",0
"And spend time with George Emerson.  That's what I would do.  I mean it's the best male protagonist we've read, right?",0
"[joins them at the table] Totally, I mean, come on, such a free spirit.",0
What are you doing?,0
"Just came to discuss my favorite E.M. Forester novel.  Pam, these finger sandwiches look finger-lickin' delicious Pam.",0
"Uh, I'm sorry Andy, but this is a closed club.",0
"The Finer Things Club is the most exclusive club in this office.  Naturally, it's where I need to be.  The party planning committee is my back up, and Kevin's band is my safety.",0
"Fine.  I'll just sit here, in the common area, and read my book.  Which just happens to be the very same book you're reading.",0
"Alright, just know that you're not in the Finer Things Club.",0
Why can't I be in the club?,0
"I can't believe we're here, I can't believe this is happening.",0
Believe it.,0
"Afro wig, do you want the afro wig?",1
"No, Michael.  I'm not leaving the car.",0
"Yeah, Dwight, here's how it's going to go down.  You and I-",1
Guy's going by. Shh.,0
You and I are going to sneak inside and pretend that we are warehouse workers.  And then we will silly string the beejeezus out of the place.,1
"And if we have to defend ourselves, I will stab the security guy in the eye with the jumbo chalk.",0
"No, no, you won't do that. Nope.",0
Then I'll grind up the jumbo chalk and blow it in his eyes.,0
"Dwight, nothing with the eyes, please?",0
"Okay, Jim.",0
"Oh my God, that's her! That's her, go, go, go.",0
"Let's move! Move, move, move, move!",0
"Shut up, you, shut up!  This is the dumbest thing we've ever done.",0
"I think it's interesting how Forster uses Italy to represent sexuality and passion. [Kevin dumping change in the snack machine] And that also brought up themes of, uh, you know, fate and coincidence.  And Lucy's torn between these two things.  She's torn between passion and convention.",0
Damn it!,0
"It just- [Kevin banging and shaking the snack machine]  To be making a case for passion in Edwardian times, I thought was, uh...",0
Yes.,0
Damn it! [banging machine],0
Maybe sort of ahead of his time as a writer.,0
Very brave. [Phyllis beeping microwave in the background],0
"Very brave choice also, I thought.",0
"And George, his- his youthfulness.  His, um, freedom.  [Phyllis still beeping the microwave] Evokes, um, um, feeling, um, to the, um...  What are you microwaving!?",0
Popcorn.,0
"Why don't you use the microwave in the kitchen, Phyllis?",0
Someone needs to clean it.  It smells like popcorn.,0
"So, Stanley, are you really outta here?",0
"Yep, looks that way.",0
"I'm gonna miss you man, you've been like an uncle to me.  Like a kind old uncle Remus.  I wanna stay in touch.",0
[from the walkie-talkie] We are in a stairwell.,1
[from the walkie-talkie] We are climbing some stairs.,0
I'm breathing heavily.,0
"Okay, you know what?  You don't need to be updating me as much as you're updating me.",0
Well...,0
"There's a guy, there's a guy.",1
"There's a security guard coming by.  Hello, we're warehouse workers.  Would you like more proof?",0
"Oh my God, oh my God, that was very close.",1
I can see the security guard's eyes.,0
"No, no, don't do anything to them.",0
I have to do something to his eyes.,0
The eyes are the groin of the head.,0
"Alright, Great Scott, if you found that choking hazard poster, just head on home.",0
"We found something far better, their crown jewel.  Their industrial copier.",1
Isn't that thing huge?,0
"It's enormous, but it's got wheels.  We're wheeling it down the hall, into the stairwell.  Get the car ready, keep the engine running.",1
"No, that is a terrible idea, don't do this.",0
Aha! [crashing],1
My hip bone!,0
"We're wedged between the copier and the railing. Ah! Ow! Ow, my leg!  Jim leave us.",1
Don't leave us!,0
Save yourself!,1
"Don't leave us, help us, we need help Jim!",0
"Okay! First of all, stop using my name.  And second of all-",0
"Dwight, you gotta move!",1
Damn it guys!,0
"Dwight, could you move over a little bit.",1
I'm losing control of my bladder.,0
"Oh my God, oh my God, Karen is back!",0
Did you say Karen?,0
"Take her to a motel, make love to her Jim.",1
"No, I'm not doing that.",0
Just say you wanna get back together.,1
"No, I'm not doing that!",0
"It doesn't have to mean anything.  Just, do it for Stanley.  Come on Jim, just climb on top of her and think about Stanley.  Ah, Jim, if this is it for me, promise me something, host the Dundies.",1
Jim?,0
Hey Karen.,0
"Uh, what are you doing here?",0
"First of all, hi.",0
What are you doing here?,0
"You good?  I'm just checking on the other branches.  Michael wants me to do that from time to time, so...",0
Do not tell Karen about the industrial copier.,0
Copy that.,0
"I cried for weeks over that guy, so yeah, seeing him climb out of a PT Cruiser in a ladies warehouse uniform, felt pretty good.",0
"Let me ask you, did you accomplish what you wanted?",0
"Listen lady, you can expect these kind of repercussions as long as you keep trying to poach our people.",0
I'm taking Stanley.,0
Then we will burn Utica to the ground.,0
"[whispers] Dwight.  Granted, maybe this was not the best idea, but at least we care enough about our employees that we are willing to fight for them.  And if you so much as harm a hair on Stanley's head, we will burn Utica to the ground. [they get up to leave]",1
"Jim, hang on a second?",0
Yes?,0
"So you're still doing this kind of stuff, huh?",0
"Yeah, trying to quit though.",0
"If you wanted to see me, you could have just called me like an adult.",0
"Oh no, I didn't want to see you.  Not that I'm not happy seeing you, right now, I'm just saying ultimately I was here for the copier.  Equal, I'd say it was equal.  So, good to see you...",0
[huffs],0
"I mean, it's just that- [clears throat] You know, Pam and I are still dating, so, and, I just mean that things are going really well, so I didn't want to see... you...",0
"Oh, things are going really well?  Are they?  They are?  That's great, that's so great.  I wanna hear more about how happy you are with Pam.  Can you tell me more about that?  Thank you so much for coming to Utica, and breaking my copier, and telling me how well things are going in your relationship, really, thank you.",0
"[slinking out of the room] Alright, you are welcome.  I'm going to go because of, um, traffic.",0
"Traffic, yeah.  Oh, def- go, go because of traffic, definitely, beat-beat the traffic, mm-hmm.",0
I... will... [gives up and walks away],0
"We tried and we failed.  Stanley, you may go.  Here is a box, for your things, but I doubt that that box will be able to contain all the memories that you have of this place.  Fly away sweet little bird, fly away and be free.  Pam, I'm gonna need some help writing a want ad.",1
"Um, wanted: middle aged black man with sass.  Big butt, bigger heart. [knock on the door] I can't do this.",1
Michael?  A word?,0
Of course.,1
"I changed my mind, I wanna keep this job.",0
Really?,1
"I wasn't really planning on leaving, all I wanted was a raise.  How on Earth did Michael call my bluff?  Is he some sort of secret genius? [laughs] Sometimes I say crazy things.",0
Hey.,0
"I'm so sorry, Rolando told me everything.  How humiliating.  Would it help you to return to another age?  A time of refinement, and civility.",0
Are you inviting me to the Finer Things Club?,0
[nods head yes],0
"Oh-oh, come on!",0
"[Irish accent] Angela's Ashes, top o' the morning to us.  Frankie's prose is funnier than a pot of gold, say I.",0
"Okay, did you get it out of your system.",0
"Yep.  No, I mean I really liked it.  I thought was uh, a fun read.",0
Fun?,0
Mm-hmm.,0
Really?,0
Yeah.,0
What was fun about it for you?  Was it the death of the twins?,0
"No, that wasn't fun.",0
Did you even read it?,0
Of course I read it.,0
How does it end?,0
Who was the main character?,0
Angela.  Nope.  The ashes.,0
[mouths 'I'm sorry' to Oscar],0
"And let me just add, that as a member of The Finer Things Club, I would bring a strong financial contribution to any discretionary funds that we may have.  Finally, here is a recommendation from former U.S. Senator Rick Santorum.",0
"Okay, that's enough, uh.  Thanks, Andy.",0
Mmmhmm. [leaves],0
He's gonna ruin everything.,0
"Oh, my God.  His letter of recommendation from Rick Santorum is three fifty-dollar bills.",0
Wow.  Now we can afford hard-cover books.,0
I like it just us three.  [very quietly] I don't want it to change.,0
"I love The Finer Things Club.  My ex-wife used to have a book club, and I would read their book and sometimes listen from the kitchen.",0
The Finer Things Club was not sanctioned by the Party Planning Committee.  Renegade clubs are dangerous.  I squashed the Weight Loss Buddy Support Group.  They didn't need to gather.  It was just gross.,0
"[slurping her from her big cup] I don't know why I'm not in The Finer Arts Club [slurring].  It's bullcrap. [throws her cup on the floor, something splashes on the camera]  You clean it up.",0
"[opens envelope Toby has handed him] Dear Andrew Bernard, after carefully examining your application to The Finer Things Club, we are unable to offer you a position at this place and time.  We would, however, like to place you on a list in case an opportunity arises when your inclusion can be tolerated.  Your position as an ongoing financial patron, however, is yours to cherish.  Sincerely, The Finer Things Club. [pauses to consider]  Yeees!  [to Phyllis] I got waitlisted.",0
"I got into Cornell off the Wait List.  A lot of people were like, 'Oh, you just got into Cornell because your dad donated a building.'  No.  Okay.  I got into Cornell because I'm smart.  I'm smart enough to have a dad who donates buildings to things.",0
"Utica is snoozeville, um, Albany are the prepsters, Nashua, no parking, um, Akron is haunted, Camden... is in a basement, Yonkers has the two hot girls, and here in Scranton, we are the cool guys.",1
Woo!  Shotgun!,1
"Well, you're driving, right?",0
"Yes, I am, but I want shotgun for you.",1
Mmm... I'd prefer to sit in back.,0
Wait!  I wanted to sit next to you.,0
"No, Dwight!  Dwight, Jim is sitting next to me.  You're gonna sit in the back left  where I don't have to see your ugly moongob.",1
"Okay, that is so mean!  You know what, I'm not going.",0
"I'm sorry.  I'm sorry.  Dwight, you're handsome.  You're a very handsome man, get in the car.",1
Woohoo!,0
"[on phone] So, there was no sales call.",0
"Nnnno.  Uh, turns out, it was just a really bad idea involving fire.  But I think I fixed it.",0
"Wait, you're going along with this now?",0
"I have to.  Pam, if I'm not there, someone's going to go to jail.  Or die.",0
"Right.  And, you wouldn't be able to talk to Karen.",0
"Well, I promise you that has nothing to do with it.",0
A little bit.,0
"Well, yeah I don't want to see her get physically harmed, that's for sure.",0
Because you love her?  [baby voice]  Because you love her very much?,0
"All right, I'm gonna go now.",0
Okay.  Have fun with your girlfriend!,0
"Okay, I will. [idiot voice]",0
"I'm kidding around.  We joke about that stuff all the time.  I'm not really the jealous type, so, I don't care if Jim sees Karen.  I care a little.",0
They sprayed me in the eye. [Dwight and Michael are trapped by/under a copier in the stairwell],0
[moans] Scranton rules! [sprays Silly Spray],0
"Dwight!  Stop it!  [moans]  Can you help me please, I'm being crushed.",1
"Would it have killed you to spend the afternoon making love to her in a motel room?  Like I begged you to?  Pam would have understood.  Heck, Pam would have done it.",1
Pam is down for anything.,0
You embarrassed me.,0
You embarrassed us.,1
Yeah.  We shoulda brought Andy.  I cut a chunk out of my penis for nothing.,0
"I really didn't think I was going to have a good time, but I did. Totally did.",0
I love camping. [in a singing voice] Anything can happen.,0
"Oh, it wasn't camping, it was more of a wilderness retreat. [Michael walks in]",0
Morning.,1
Michael.,0
Ryan invited some of the branch managers and Toby into the woods for a 'get to know you' weekend. Michael wasn't invited. Apparently they already knew everything they needed to know about him.,0
Did you sleep in cabins?,0
"Under the stars. It was really beautiful, you should come.",0
Bob and I took rock climbing lessons once. [Michael laughs],0
"Michael wasn't invited on Ryan's camping trip. Toby went, but Michael didn't go. He wasn't invited.",0
Who went?,0
"Me, Dan from Buffalo, Mark Chisholm, Jeff from Albany and Ryan, obviously. Made so many s'mores, that I finally had to say, 'No more s'mores, no more s'mores.' [everyone in room but Michael laughs, Michael exits break room]",0
"Ryan invited me to go on his wilderness adventure retreat. It was this amazing, beautiful experience [Michael knocks on the window behind Toby from outside]",0
"[from outside] Hey, nobody cares. Nobody cares. I need that room at some point, so just, wrap it up.",1
Michael wasn't invited.,0
"Hypothetically, if I were to ask you to go camping, and you know what hypothetical means? [Jim makes a face] Not real.",1
Got it.,0
"So if I were to hypothetically ask you to go camping with me, would you go?",1
"Absolutely, yes.",0
"When Michael plays the hypothetical game, I always say yes.",0
Really?,1
Yeah?,0
"Oh, you wanna go today?",1
And I am always busy.,0
"Oh, can't go today, 'cause I'm donating blood.",0
How often can you actually donate blood?,1
Is there a limit?,0
Your body only has a certain amount.,1
"Well, is that it? Or?",0
"Yeah, just this whole Toby, camping thing, uh, seems a little lame.",1
How so?,0
"A bunch of guys, in a tent? Making s'mores? [makes a noise and gestures with his hands]",1
What's that?,0
"Hello, I'm Broken Mountain. You know, here's the thing. That's not how you go camping. I think you go camping by yourself---",1
Right.,0
"In the wilderness. It's not with a group of guys frolicking around in tents. It's one guy, or two guys, if your plans change.",1
Not gonna change.,0
"I wanna do it myself. You know, I want to go and, and find out something about myself, I wanna get outta here. All the cliques, and the office politics. Fluorescent lights. Asbestos.",1
I thought we had that looked at.,0
I'm sick of it Jim. I'm sick of this place.,1
"When Jan and I had satellite, we used to watch a reality show called 'Survivorman.' And, it was interesting because it was about a guy who would go out in the middle of no where and just try not to die, try not to get eaten by an animal, or be overexposed.",1
"OK, I will only need two things. Roll of duct tape and a knife.",1
[winks] I'm on it. [leaves room],0
"OK. Thirty minutes or less, please come back. Save the receipts. [Dwight comes back with set of knives] Hey, what...",1
Let's see if any of these will work. [clears the front of Michael's desk],0
"Hey, hey hey! Dwight. [Dwight rolls out an assortment knives]. Dwight.",1
"I keep various weaponries strategically placed around the office. I saved Jim's life with a can of pepper spray I had velcroed under my desk. People say, 'Oh, it's dangerous to keep weapons in the home or the work place.' Well I say, 'It's better to be hurt by someone you know accidentally, than by a stranger on purpose.'",0
"Dwight and I are going out. He will return later, but I will not. I will also be taking a personal day tomorrow, and perhaps the next day.",1
Do you want me to ask where you're going?,0
No.,1
Great.,0
Dwight will be driving me deep into the Pennsylvania wilderness.,1
Oh.,0
Where he will then leave me to either die or to survive. The choice is yours.,1
"Hmm, no, the choice is actually yours. Are you sure you want to do this?",0
"Yes, and I am leaving you in charge of the office for the rest of the day and for the next several days. Do not try to follow me.",1
"OK, great.",0
"This is a very personal, private experience in the wild, that I wish to share it with me, myself and I.",1
Yup.,0
"When I return, I hope to be a completely changed human being.",1
That'd be great.,0
"Do I believe that Michael possesses the skills to survive in a hostile environment? Let's put it this way: no, I do not.",0
"This is what a true survivor man does. You simulate a disaster, like a plane wreck. You could only wear the clothes that you have on, and you could only use the stuff you have in your pockets. Now, in this case, this disaster is a serial killer. Creepy guy who's abducted me and is taking me out into the wilderness to leave me for dead.",1
"No, I would never leave you for dead. You would never escape.",0
"Well, yes I would. And I would survive.",1
I would make sure that you were dead.,0
Well...,1
"First, I would remove your teeth and cut off your fingertips so you could not be identified.",0
You...,1
And they would call me the Overkill Killer.,0
You... you are as creepy as a real serial killer. For real. [blindfolds eyes with tie] OK.,1
What are you doing?,0
"I am putting this on so I have no familiarity with my surroundings. Now this way, I can't retrace my steps. I don't know what streets we've been--- [Dwight whacks Michael with his shoe] Ow! What are you doing?",1
It would be better if you were unconscious.,0
"No! Gosh! Dwight. [Dwight tries to hit Michael with his shoe again] Stop it, stop it! Stop it.",1
Do you want to do this right or not?,0
"Just, please allow me to have one cathartic experience in my life?",1
"Jim, we need to order a cake for Creed's birthday.",0
"Oh, wasn't it just someone's birthday?",0
"Yes. Kelly's was last week, remember?",0
"I do remember, yeah.",0
It's birthday month. Creed's is today. Oscar's is week after next. Meredith's is at the end of the month. [Jim exhales deeply] Michael usually goes with red and white streamers...,0
"You know what, I have an idea. Why don't we just do one big shared party?",0
What?,0
"There are thirteen people working in this office, so thirteen times a year Michael gets a cake and balloons, and some sort of joke gift and makes a toast. There are two types of toasts. One is a joke about how old you are.",0
[flashback to Stanley's birthday] Look at those wrinkles. Blacks do crack! Not crack the drug.,1
"And the other is something inappropriate. Or horrible. Or both. What else? He only sings the high harmony to 'Happy Birthday.' And he's a very big believer in surprise parties. Maybe even, arguably, possibly to a fault.",0
"[flashback to Kelly's birthday, hiding in the elevator] Happy Birthday!",1
Ahhh!! [drops the papers she was holding],0
"[flashback to Oscar's birthday, hiding in the break room] Happy Birthday!",1
Ahhh! [runs into door and Michael laughs],0
"[flashback to Phyllis' birthday, sneaking up on Phyllis' car] Happy Birthday!",1
Oh! [Michael laughs],0
"So... I think, yeah, I think getting these out of the way might be productive.",0
"We can just have one big fun party. Everybody's happy, nobody wastes their time.",0
I don't like it. [Angela leaves],0
"Wow! You're shaking things up a bit, huh?",0
"It's a pretty good idea, don't you think?",0
Do you think it's a good idea?,0
No... I think it's a great idea.,0
[smiles] Hmm.,0
We're here. [gets out of the car],0
Dwight will take my blindfold off when we are deep in the forest. Just the two of us from this point out.,1
[leading Michael from car] Here we go. Just the two of us [gestures for camera crew to follow],0
"Here we go, into the wild. Mighty forest. Can you smell the trees and the nature?",0
"Keep going, you're fine. Just some bushes and some thickets [leads Michael into some tall grass] Keep going. You wanted wilderness, you got it.",0
"You know, try sending them another invoice.",0
Ok.,0
"Alright. [starts walking away, but returns] Oh, did you see my memo by the way?",0
"[picks up and reads memo] 'Let's be honest, as fun as birthdays are we could all use a break from the constant cake, so let's celebrate birthday month in style today.' This is really cool.",0
Right? I was just thinking...,0
"No, totally, totally. This way we get it all out of the way at once and it could actually be fun.",0
Right! Exactly. [pats Oscar on the back and walks away] Knew I could count on you. [Oscar rolls his eyes],0
Good a spot as any. [They stop and Dwight starts spinning Michael around in circles],0
"What are you doing? Stop. Dwight, Dwight. Just --",1
I'm just --,0
Stop.,1
Spin. I'm trying to confuse your sense of direction. [stops spinning and takes Michael's blindfold off] Behold.,0
"Alright, good. Thank you, Dwight.",1
Here's your knife. Here's your duct tape.,0
"Alright, very good. Ahh, OK. [Dwight gives Michael a hug]",1
"Good luck, Michael.",0
"Thanks for the ride. OK. Leave me be, Dwight. [Dwight runs off]",1
"Hey, Jim, can I have my own cake?",0
What's that?,0
I really prefer devils food cake.,0
"Oh, sure.",0
Yes!,0
OK. [Meredith leaves],0
Wow! That was easy.,0
"Yeah, people like me I guess.",0
[knocking from outside window in break room] Jim.,0
I hate devils food.,0
Well I think Meredith was just --,0
"Screw Meredith, I don't think it's fair to let someone else pick the cake on my birthday.",0
Everybody's birthday.,0
Today is actually my birthday and I want to pick the cake.,0
What do you want?,0
I want pie. I want peach pie.,0
You want a birthday pie?,0
I want a nice cobbler.,0
"Well, I'm gonna to talk to Angela and we're gonna see what we can do about a pie.",0
I don't care who you talk to. Just make it happen.,0
It will be Angela.,0
You tell her it's for Creed. She'll know what that means.,0
"[to own camcorder] Day One. I'm in the interior of the vast Pennsylvania wilderness. I've brought with me only the bare essentials. A knife, roll of duct tape, in case I need to craft some shelter or make some sort of water vessel. It's hot today. The sun is in the two-thirds easterly quadrant, which would make it about [looks at watch] 2 o'clock in the afternoon. It's really beating down on me now. I think that I want to get a little more comfortable because the sun is depleting my resources. [cuts pants with knife] OK. OH, there we go. Watch that I don't hit my corroded artery here...",1
"I lied to Michael. I said that I would leave him alone, but I will not. I will remain close by to provide unseen moral support, but I will never help him. I will let harm befall him. I will even let him die. But I will never let him lose his dignity.",0
"There we go. [standing with short sleeves and short pants] Much better. Now everything I brought with me can be used. My sport coat here, can be fashioned into a backpack of sorts [ties jacket around neck].",1
I'm going to wear what was once one of my pant legs. [puts pant leg on head like a hat],1
"See, this is a beautiful piece of material [rips other pant leg in half] This could be used for all sorts of things.",1
Some sort of kerchief to keep my neck nice and comfortable.,1
Tuna. [rolls in chair to Jim's desk],0
Andy.,0
"Me likey the ice cream cake, okay? Fudgie the Whale.",0
Not your birthday.,0
"Well, I'm just saying, you know, if you want to make people happy, namely me, you will have a Fudgie the Whale.",0
"Alright, I'll look into it, but the answer's no.",0
"Wow, OK, harsh. Just don't expect me to show up.",0
"Hey, Andy, I have some calls to make.",0
Loud and clear. [rolls in chair back to desk],0
Alright. [Andy rolls back],0
Pizza rolls.,0
"OK, I'm gonna go into this office here [gets up and walks into Michael's office] to do some work. So I will be in here.",0
Mushroom caps.,0
"I am totally alone right now, with only my thoughts. I love it. I'm loving it. I can literally say anything I want. No one is gonna here me. [screams] Wish I could have gone with Ryan on that cool retreat! Jan has plastic boobs! I HAVE HEMORRHOIDS! Doesn't even matter.",1
Michael is a man of great depth and passion. I don't know what he's searching for out here. [pulls a nest from a tree] I hope he finds it. [picks up some bird eggs] Lunch.,0
"Well it is a little chillier than I had thought, so I have fashioned my hat back into my pants. Several hours in, time for me to find some nourishment. Now, these woods are full of creatures that can sustain human life. Things like, uh, squirrels, nice juicy rabbit would be delicious.",1
About two more minutes [cooking bird eggs].,0
"I have made this spear, with which I will impale my dinner. And it couldn't come a moment too soon because I have been without food for a good three hours or so. I'm startin' to feel it a little bit. Ohh... It's Creed's birthday. [singing] Happy Birthday to you. Happy Birthday to you. Happy Birthday to Creed. Happy Birthday to you. Happy birthday, buddy.",1
"What is Jim thinking? It's a birthday, so what if there's a lot of them?",0
"Yeah, I work hard all day. I like knowing that there's going to be a break. Most days I just sit and wait for the break.",0
"I took an extra shot of insulin in preparation for this cake today. If I don't have some cake soon, I might die.",0
Why don't you just have an apple?,0
Why don't you mind your business?,0
"Listen, I figured this out. Jimmy had his birthday three weeks ago, so he doesn't care.",0
Probably went to his head.,0
Yeah. [Jim enters room],0
"Hey, Jim.",0
"Hey guys, what're we talking about?",0
Nothing! Nothing going on. We're talking about nothing. C'mon gang.,0
"Well if you take a look at this, I tented my pants. I've made myself a nice pants tent shelter. And this little guy [pats a large tree trunk] may be Dunder Mifflin paper some day.",1
Nothing to worry about. Just using the scope. Safety is... [clicks rifle into safety mode] on.,0
[knocks] Hey Jim.,0
Toby.,0
"Hey, I just got the word on the communal birthdays. Great idea.",0
"Oh, thanks man.",0
Yeah...,0
Is there anything --,0
My birthday was two months ago.,0
"Oh, OK.",0
There was no party.,0
What?,0
"Well, it... there was. But Michael scheduled it for 4:58 on a Friday. You know, people sang in the parking lot.",0
I remember that.,0
"I don't know, I just thought you could include me.",0
Seriously?,0
I just though you could add me.  I don't see the harm in that.,0
"Toby's great. He's great, but sometimes he can be a little bit much. [in Toby voice] I don't see the harm in that. Well, it's a cake Toby, so, c'mon.",0
"OK. Yeah, you know what, we're just gonna throw you in. Because more the merrier, right?",0
"No. No way. I am not a machine, Jim. You can't just change plans willy nilly and expect these little magic party elves to do your bidding. We already have devils food, peach cobbler, Fudgie the Whale, mushroom caps.",0
I'm allergic to mushrooms.,0
"That's a bummer. OK, then we need to...[steps outside office] Hey everybody. Hi, how you doing? Can I have your attention please?  'Cause we have to talk about this birthday thing.",0
[raises hand] Conference room?,0
"Yes, conference room in five minutes... No. No. We're gonna solve it right here. We're actually gonna talk about it out here. So, who has problems with the birthday thing? [everyone raises hands] One, two, three, everybody. OK, so then we just shouldn't do it.",0
What am I supposed to do with two cakes and a pie?',0
"Oh, I'll take 'em.",0
Well nobody's touching my cobbler.,0
"[raises hand] Hey, Michael. I mean Jim.",0
"Yup, Phyllis called me Michael. And I will always and forever be haunted by that fact.",0
"Under this tree, I think I struck the mother load. Those [points camera to mushrooms] are nature's best mushrooms. Wild, and I have to say these little buggers are damn tasty as well. [puts them in mouth]",1
"Stop! No, no Michael! Nooo! Nooo! [runs up to Michael and knocks him over] Nooo! Arghh. Get, get them out. [picks out mushrooms from Michael's mouth]",0
Happy Birthday to you. Happy Birthday to you. Happy Birthday [Michael joins in with high note] to Creed. Happy Birthday to you. [Creed blows up candles on pie],0
"Yeah! [everybody clapping] Alright, skip around the room. Skip around the room. We want -- OK, alright. Yeah, don't do that. You're gonna break something.",1
"Man became civilized for a reason. He decided that he liked to have warmth, and clothing, and television, and hamburgers, and to walk upright, and to have a soft futon at the end of the day. He didn't want to have to struggle to survive. I don't need the woods. I have a nice wood desk. I don't need fresh  air, because I have the freshest air around, A.C. And I don't need wide open spaces. Check it out. [shows off computer screen scenery] I can also make it the sky.",1
"Hey, buddy.",1
Hey.,0
What up?,1
Sure glad you're back.,0
You are relieved.,1
You have no idea.,0
So what did I miss?,1
"Well, I tried to put all the birthdays together at once.",0
Oh.,1
"So, terrible idea.",0
"Yeah, okay, I did that. Rookie mistake.",1
You did do it?,0
"Uh huh. Yeah, just wait. Ten years, you'll figure it out.",1
"Well, I don't think I'll be here in ten years.",0
That's what I said. That's what she said.,1
That's what who said?,0
"I never know. I just say it. I say stuff like that, you know, to lighten the tension. When things sort of get hard.",1
That's what she said.,0
"Hey! Nice. Really good. Bravo, my young ward.",1
Come in!,1
"Oh, it's Creed's birthday today.  Should we get him an ice-cream cake?  Mint chocolate chip?",0
"Pam, are you my friend?",1
"Oh, no.",0
"We have been friends forever, right?",1
"Yes, I have been working with you forever.",0
"Hypothetically... would you go camping with me, if I were to ask you?  And bear in mind that I would never actually ask you to go camping.  That Jim is also a friend of mine, and I would rather die than make any sort of improper ovation toward you.",1
I don't think so.,0
"Here's the thing.  When Michael invents a hypothetical situation, he eventually turns it into an actual situation.",0
"Do you understand that Jim is like a brother to me, and I would never do anything inappropriate?",1
I do.,0
"So, as friends, would you go with me on a camping trip?",1
No.,0
Thank you for your honesty.,1
You're welcome.  Open or closed?,0
"Split the difference.  Hey... mint chocolate chip, please?  Is Jim out there?",1
No.,0
Can you send Dwight in here?,1
"Yeah.  Dwight, Michael wants to see you in his office. [Dwight runs in]",0
You wanted to see me?,0
"Mmhmm.  I had something very personal I would like to discuss. [Dwight closes door, takes off glasses, kneels in front of Michael's desk]  Would you go find Jim, and send him in here, please?",1
I'm on it.,0
Michael has employed Dwight to track you down.,0
How much time do I have?,0
"Jim, Michael's office.",0
"Couple minutes, give or take.",0
"Now, Jim!",0
"And this... is a Hassenfass.  Case-hardened steel.  One side, as sharp as you'd ever want something to be.  The other side serrated for maximum damage.",0
Okay.,1
Look at that.  Perfectly balanced.  This is a fine precision instrument.,0
"All right, Dexter, just give me the knife.",1
Don't you want a sheath for that?,0
"No, just get me a case. [Dwight looks at the camera, lifts his leg onto the desk, removes the sheath from his ankle, and gives it to Michael]  All right.",1
Anything else?  Flint...,0
MmMmm.  All I need...,1
Parka...,0
"No, Dwight!",1
"Tent, rainfly, gorp...",0
"I'm telling you, all I will need are my instincts and my will to survive.",1
Mmmnnnnmmm...,0
[holding up knife] What is this called again?,1
"So the figures show improvement right there, Michael. And again- [Pam walks in and shows Michael a note]",0
I'll call back.,1
You never call back.,0
"Every time Michael's in a meeting, he makes me come in and give him a Post-It note telling him who's on the phone. I did it once, and he freaked out. He loved it so much. The thing is he doesn't get that many calls. So he has me make them up every 10 minutes.",0
"[Pam walks in and shows Michael a note that says 'Good Morning'] Yeah, um, tell him I'll call him back.",1
[laughing],0
You can't always work 200 days though.,1
"[Pam walks in and shows Michael a note that has a smiley face] Oh, no, no, no, I don't have time for this. Tell him I'm in a meeting. [Jan looks impressed]",1
You have to know how to work this. There's no excuse for this.,0
Yep.,1
"I can get you a tutor if you need- [Pam walks in and shows Michael a note with a waving, smiling Hot Dog saying 'Hiya Buddy']",0
"Oh. Ah, this is a very important client. But, I have the most important client sitting right in front of me, my boss, so I will call him later.",1
"Oh, no, no, no, customer service is obviously priority one. You can take the call.",0
"N-No, money isn't everything Ryan. And you're my friend, and I don't want to be rude.",1
"Take the call, friend.",0
"I refuse. My house, my rules, I insist.",1
I insist you take your work calls.,0
"Uh, okay, all right. Pam, would you put the call through? [Pam pushes a button the phone] Hi buddy.",1
"I don't know, it's just, ugh, I never felt welcomed there, you know? It's such a...boys club.",0
"Yeah, I hate that.",1
Good.,0
"So, here's the deal. Um, I am on my way to New York to be deposed as part of Jan's wrongful termination law suit. The company fired her for having the courage to augment her boobs.",1
And they displayed a pattern of disrespect and inappropriate behavior.,0
